Class,Policy
Mitigation,"Develop plans and timelines for implementing residential and/or commercial food scrap programs. Programs for food scrap diversion should give precedence to the following hierarchy: prevent food waste, feed people, convert material to animal feed and/or rendering, and composting/anaerobic digestion. (Organics Feasibility Study)"
Mitigation,"The City and Waste Management should work with a reuse collaborative to develop a reuse warehouse to help sort and store products, and absorb the ebb and flow of products that are collected prior to distribution. Explore need and interest in Reuse Warehouse and other collaborative ventures or services to expand reuse businesses and nonprofits."
Mitigation,Implement the above policies and programs over first five years after adoption of Zero Waste Strategic Resource Management Plan
Mitigation,Support the development of one or more Resource Recovery Parks in the region.
Mitigation,Develop take-back policies or industry-sponsored programs for diapers.
Mitigation,Evaluate options for going beyond composting of just vegetative food scraps.  (Biosolids Master Plan)
Mitigation,Evaluate progress towards Zero Waste by 2020 and develop strategy on how to address next solid waste and recycling contract.
Mitigation,"Continue to promote and implement programs, policies, and services for source reduction, material/product reuse, recycling, composting, and system/product redesign opportunities through the Green Oceanside Campaign and Zero Waste program."
Mitigation,Reduce edible food waste generation through the implementation of food donation programs and services.
Mitigation,Prepare and implement a plan to divert organic waste from landfills to local facilities capable of receiving and/or processing organics for beneficial reuse (e.g. for compost and renewable energy via biogas cogeneration facilities). These facilities include those with anaerobic digestion capacity such as the City’s San Luis Rey Water Reclamation Facility.
Mitigation,Divert waste locally to minimize transportation emissions.
Mitigation,Co-locate local waste facilities with compatible end products to minimize transportation emissions.
Mitigation,"In 2020, the City will reevaluate the effectiveness of the Zero Waste Resource Management Plan’s programs as well as the City’s solid waste diversion rate. Through this effort, the City may establish new baseline diversion rates for consideration such as 80% by 2025, 85% by 2030, and 90% by 2035."
Mitigation,The City will establish a smart growth development goal of locating the majority of new housing units and employment generating land uses developed between 2017 and 2030 within existing and potential SGOAs. The City will assess land use development patterns annually and make results available to the public.
Mitigation,"The City will adopt policies that accommodate and incent development within SGOAs to achieve the SGOA development goals. Policies will be relaxed or reinforced to achieve the smart growth development goal and may include, but are not limited to, streamlined permitting and review in for development in SGOAs, public infrastructure improvements, zoning amendments, relaxed development fees, development requirement variances (such as parking requirements, floor area ratio requirements, etc.), and development density credits."
